Lesinurad	small molecule	SLC22A11
Thimerosal	small molecule	SLC7A11
Thimerosal	small molecule	FXYD2
Isavuconazole	small molecule	KCNH2
Isavuconazole	small molecule	CACNA1C
Artenimol	small molecule	ALB
Pitolisant	small molecule	KCNH2
Curcumin	small molecule	ABCC5
Ertugliflozin	small molecule	SLC5A2
Avatrombopag	small molecule	ABCG2
Avatrombopag	small molecule	SLC22A8
Fostamatinib	small molecule	SLC29A1
Fostamatinib	small molecule	UGT1A1
Fostamatinib	small molecule	PRKAA1
Deutetrabenazine	small molecule	SLC18A2
Deutetrabenazine	small molecule	Slc18a2
